Order_ID,Customer_ID,Product_ID,Seller_ID,Order_Date,Quantity,Payment_Method,Order_Status,Delivery_Days,Discount,Total_Amount,Profit
9838,4218,644,192,2025-01-26,3,Wallet,Delivered,4,206,6117,1599
9839,4399,1025,234,2024-11-01,1,UPI,Delivered,5,185,2439,369
9840,1015,1078,43,2024-12-31,2,UPI,Delivered,7,201,3668,940
9841,2921,856,288,2024-06-24,1,COD,Delivered,6,118,134,51
9842,4981,526,259,2024-02-23,1,COD,Delivered,4,168,3747,1251
9843,2035,121,6,2024-11-21,1,Credit Card,Delivered,8,237,2918,929
9844,390,907,184,2024-10-06,3,UPI,Delivered,6,126,9219,3669
9845,515,484,225,2024-11-02,3,COD,Delivered,6,263,4902,1713
9846,2628,1070,63,2024-06-23,1,Wallet,Delivered,7,208,2161,855
9847,4863,611,198,2024-06-01,3,Credit Card,Delivered,2,36,4518,1419
9848,1147,755,206,2024-02-23,1,COD,Delivered,5,19,3185,1196
9849,1039,445,266,2024-03-17,3,COD,Delivered,8,29,10854,3633
9850,3271,551,293,2024-08-12,3,Credit Card,Delivered,7,94,8811,3891
9851,3044,1294,270,2024-03-23,3,COD,Delivered,6,75,11538,5100
9852,3986,1412,55,2025-04-14,2,UPI,Delivered,7,203,3128,514
9853,4277,690,69,2024-10-26,2,COD,Delivered,3,150,7534,2952
9854,24,1240,208,2024-01-12,2,UPI,Delivered,5,263,788,322
9855,3338,156,235,2024-12-02,3,Wallet,Delivered,3,117,9438,3219
9856,3364,885,177,2024-01-23,1,UPI,Delivered,3,94,625,275
9857,4138,801,189,2024-03-14,2,COD,Delivered,4,44,5452,2400
9858,3043,419,159,2025-03-24,2,UPI,Delivered,6,84,6254,1962
9859,3068,412,236,2024-07-03,2,Wallet,Delivered,7,38,4648,698
9860,2133,3,5,2024-10-11,3,UPI,Delivered,7,208,10755,4110
9861,1304,1231,77,2025-01-26,1,COD,Delivered,5,239,1162,357
9862,2201,670,259,2025-02-01,3,COD,Delivered,8,189,7791,2292
9863,2117,262,202,2024-05-12,3,UPI,Delivered,3,288,2427,912
9864,3764,37,93,2024-09-18,2,UPI,Delivered,3,189,618,190
9865,447,778,260,2025-02-28,2,Credit Card,Delivered,2,71,776,164
9866,4084,768,156,2024-03-21,3,UPI,Delivered,8,144,8937,2352
9867,458,506,24,2024-12-29,3,COD,Returned,5,127,2304,873
9868,4401,928,147,2024-03-10,2,Credit Card,Delivered,4,27,7104,2990
9869,4985,337,144,2025-04-02,3,Debit Card,Delivered,6,32,10659,4539
9870,3804,1415,118,2024-11-26,2,UPI,Delivered,7,104,6152,2470
9871,2139,629,173,2025-05-30,3,UPI,Cancelled,4,158,1974,780
9872,3605,1266,189,2024-09-17,1,COD,Delivered,2,242,2385,382
9873,616,1268,239,2024-03-23,3,UPI,Cancelled,4,233,3876,1449
9874,3008,445,266,2024-10-24,1,COD,Delivered,7,106,3618,1211
9875,1098,300,162,2024-10-01,2,COD,Delivered,6,138,3174,1104
9876,2180,523,52,2024-01-08,1,UPI,Delivered,7,295,516,183
9877,1847,1187,132,2024-03-16,3,Debit Card,Delivered,2,277,7494,2199
9878,2132,591,38,2024-05-05,3,Credit Card,Delivered,8,42,4602,1956
9879,540,232,62,2024-06-05,2,Credit Card,Delivered,8,158,4192,1658
9880,3437,1022,216,2024-03-18,1,Credit Card,Delivered,5,115,128,22
9881,2961,661,246,2024-06-06,1,Debit Card,Delivered,5,81,497,168
9882,2748,790,109,2025-03-02,3,COD,Delivered,7,121,5736,1215
9883,218,1280,141,2024-05-27,3,Credit Card,Delivered,4,268,8094,2829
9884,1765,520,193,2024-01-13,3,COD,Delivered,3,222,2391,570
9885,4213,800,217,2024-12-27,2,Credit Card,Delivered,6,104,6276,2054
9886,1966,286,34,2025-03-12,3,COD,Returned,5,167,9828,3243
9887,1500,787,184,2025-06-24,2,Debit Card,Delivered,7,272,1714,586
9888,720,1286,15,2024-01-27,1,COD,Delivered,5,236,1972,415
9889,8,965,48,2025-05-05,3,Debit Card,Delivered,6,204,1356,543
9890,609,245,10,2025-03-20,3,Debit Card,Delivered,3,213,5325,2226
9891,1106,157,216,2024-03-05,1,Debit Card,Delivered,2,31,3052,1351
9892,159,818,286,2025-02-10,3,Credit Card,Cancelled,7,141,7515,2085
9893,954,764,222,2024-02-15,1,COD,Delivered,4,90,2642,575
9894,3648,984,103,2024-01-22,1,COD,Delivered,2,97,2877,959
9895,3159,1364,213,2024-05-07,1,COD,Delivered,2,113,2430,982
9896,4696,1494,17,2024-01-16,3,COD,Delivered,6,218,9594,3237
9897,4260,633,114,2025-03-26,1,Debit Card,Delivered,5,232,3751,1328
9898,2351,1328,209,2024-03-09,3,COD,Delivered,6,297,8775,1770
9899,584,400,183,2024-06-06,1,COD,Delivered,5,173,1631,571
9900,4041,577,259,2024-08-04,3,Credit Card,Delivered,2,244,1824,633
9901,2270,562,105,2025-06-02,1,COD,Delivered,4,124,367,119
9902,922,1182,123,2024-06-15,3,UPI,Delivered,6,163,9864,2670
9903,4327,266,272,2024-04-29,1,UPI,Delivered,5,41,331,83
9904,2226,360,298,2024-02-27,2,Credit Card,Delivered,4,218,2772,414
9905,1882,209,66,2025-03-12,2,Credit Card,Returned,8,182,3272,886
9906,2724,210,157,2024-07-11,3,Wallet,Delivered,5,142,3642,762
9907,3912,773,91,2024-05-21,3,Credit Card,Delivered,4,213,5259,2214
9908,3597,308,90,2024-03-23,2,Wallet,Delivered,6,106,3070,1342
9909,251,860,98,2024-10-07,3,Wallet,Delivered,8,6,6132,2304
9910,1818,598,94,2024-02-24,1,Wallet,Delivered,8,122,2809,1077
9911,524,1481,286,2024-01-15,2,Credit Card,Delivered,6,55,6924,2454
9912,2623,1196,293,2024-05-20,3,COD,Delivered,2,65,4365,1476
9913,1503,862,32,2025-05-09,2,COD,Delivered,7,200,2302,322
9914,1040,173,42,2024-09-02,1,Wallet,Delivered,5,113,2582,460
9915,3240,330,244,2024-02-09,2,Debit Card,Delivered,3,150,276,108
9916,4653,1237,227,2024-01-18,3,Debit Card,Cancelled,4,162,8910,3516
9917,3537,641,88,2024-12-25,3,Credit Card,Delivered,7,283,10077,3534
9918,1636,1390,265,2024-10-13,1,COD,Delivered,4,69,2437,1009
9919,4955,1419,87,2025-06-06,1,COD,Delivered,3,297,1493,271
9920,1608,1248,239,2025-04-20,2,Debit Card,Delivered,3,284,6508,2136
9921,3392,1394,26,2025-06-07,3,UPI,Cancelled,7,86,10725,4098
9922,524,784,144,2024-06-03,1,Debit Card,Delivered,6,101,4112,1640
9923,1437,178,123,2025-05-21,2,Wallet,Returned,3,242,5016,1380
9924,1167,610,141,2025-02-13,1,Credit Card,Delivered,8,151,957,421
9925,560,448,179,2025-03-21,2,COD,Delivered,2,68,1840,496
9926,1049,1134,231,2024-04-10,2,Wallet,Delivered,6,194,5662,2448
9927,3577,1204,57,2024-10-13,2,Credit Card,Delivered,4,234,1096,166
9928,2997,344,89,2024-09-02,2,UPI,Delivered,3,112,5560,766
9929,1771,634,246,2025-06-16,2,COD,Delivered,8,207,4808,1842
9930,2372,533,254,2024-11-07,3,Credit Card,Cancelled,8,266,2028,429
9931,305,1127,14,2024-07-01,2,Debit Card,Delivered,6,0,4458,1564
9932,1993,872,66,2024-11-30,3,COD,Delivered,7,9,8253,1551
9933,137,1035,29,2025-02-26,1,UPI,Delivered,3,114,3749,1323
9934,1889,478,111,2024-06-29,2,Credit Card,Delivered,7,68,6258,1598
9935,3537,14,149,2025-03-28,3,UPI,Delivered,4,195,9378,2847
9936,821,909,134,2024-12-14,2,COD,Cancelled,4,291,242,70
9937,2129,630,172,2025-04-13,1,UPI,Delivered,2,123,535,120
9938,547,1261,102,2024-05-31,2,Wallet,Delivered,3,264,5438,1888
9939,1405,1481,286,2024-11-22,2,UPI,Returned,4,155,6924,2454
9940,3911,1120,105,2024-04-02,1,UPI,Delivered,8,172,1051,257
9941,3906,549,181,2025-03-11,3,UPI,Delivered,3,181,6666,2760
9942,2840,1068,115,2024-12-17,2,COD,Delivered,2,125,2760,378
9943,304,750,213,2024-02-04,1,UPI,Delivered,4,172,1861,694
9944,2694,39,21,2024-12-18,3,Wallet,Delivered,8,3,8325,2154
9945,904,645,75,2024-04-21,2,Wallet,Delivered,4,150,2086,622
9946,473,1260,195,2025-05-17,2,UPI,Returned,4,215,4548,1562
9947,1685,1483,9,2024-10-19,2,COD,Delivered,5,263,4724,1696
9948,3419,1492,81,2024-07-12,3,UPI,Delivered,6,102,5067,1422
9949,1512,1116,43,2024-12-11,1,Credit Card,Delivered,3,238,3381,1018
9950,2543,836,237,2024-01-20,2,Wallet,Delivered,4,124,2020,860
9951,1819,1481,286,2024-12-18,2,Credit Card,Delivered,5,295,6924,2454
9952,123,983,192,2024-12-12,1,Debit Card,Delivered,8,106,2277,1007
9953,1792,254,265,2024-12-24,2,COD,Delivered,3,203,4080,1384
9954,4921,1371,125,2024-11-13,1,COD,Delivered,3,61,2289,339
9955,707,717,187,2025-05-13,2,UPI,Delivered,2,150,3872,1586
9956,2172,1070,63,2025-01-13,2,Debit Card,Delivered,2,260,4322,1710
9957,570,740,291,2024-06-05,2,Debit Card,Delivered,6,29,7326,2542
9958,2827,370,79,2025-03-25,3,Debit Card,Delivered,2,184,480,138
9959,1799,427,248,2024-05-24,1,Wallet,Delivered,8,54,300,130
9960,3979,1091,210,2025-04-29,3,COD,Delivered,4,145,12027,4560
9961,3692,867,107,2024-12-08,2,UPI,Delivered,2,174,3690,1104
9962,2365,502,152,2024-03-25,2,Credit Card,Delivered,2,245,2112,388
9963,4084,1301,260,2024-03-23,2,UPI,Delivered,4,1,6208,2072
9964,1014,1021,236,2024-12-20,2,Credit Card,Delivered,4,1,3336,1074
9965,2361,1243,96,2024-07-22,3,COD,Delivered,4,83,7452,3018
9966,2396,596,255,2024-08-12,2,UPI,Returned,5,134,1060,372
9967,3368,264,177,2024-06-23,3,Debit Card,Delivered,5,99,4827,840
9968,4798,586,31,2025-04-24,3,Debit Card,Cancelled,8,152,5958,1167
9969,2380,738,237,2024-10-14,2,Credit Card,Delivered,4,84,4320,588
9970,23,376,72,2025-05-02,1,Credit Card,Delivered,3,137,3369,1460
9971,2772,1422,160,2025-05-25,2,Credit Card,Delivered,6,174,2226,910
9972,3712,434,295,2025-02-07,3,UPI,Delivered,3,168,1287,339
9973,3757,1077,296,2025-02-06,3,UPI,Delivered,8,248,5277,2067
9974,3934,203,124,2024-06-12,2,Credit Card,Delivered,2,179,876,164
9975,4579,1454,11,2024-08-31,2,UPI,Delivered,6,94,6262,1530
9976,3394,460,291,2024-05-02,3,Wallet,Delivered,8,58,5823,1179
9977,3353,15,30,2024-06-07,3,UPI,Delivered,8,255,1956,633
9978,1552,805,137,2025-05-23,1,Credit Card,Delivered,5,254,2824,1122
9979,1012,409,267,2024-01-01,3,UPI,Delivered,7,126,2460,1071
9980,3629,1109,247,2024-03-07,3,COD,Delivered,2,261,3522,1431
9981,977,1000,251,2025-04-03,2,UPI,Delivered,2,13,2676,818
9982,2176,1207,227,2025-01-19,1,Credit Card,Delivered,7,137,622,245
9983,103,564,80,2025-04-08,2,Debit Card,Delivered,8,254,7002,2386
9984,3098,541,120,2025-01-20,1,UPI,Delivered,5,0,1926,823
9985,4330,418,179,2024-02-06,1,COD,Delivered,5,189,1549,394
9986,1715,1130,96,2024-05-13,3,COD,Delivered,6,98,9018,3357
9987,574,1109,247,2024-04-30,2,UPI,Cancelled,8,94,2348,954
9988,4236,247,204,2025-05-20,3,UPI,Delivered,3,299,9438,2229
9989,2784,486,143,2025-02-27,3,Wallet,Delivered,7,244,2505,726
9990,1766,773,91,2024-12-29,3,UPI,Delivered,6,118,5259,2214
9991,73,596,255,2024-11-12,2,UPI,Delivered,8,71,1060,372
9992,3456,85,74,2024-04-14,2,Wallet,Delivered,5,250,4702,1474
9993,3124,469,93,2025-04-23,1,COD,Cancelled,6,127,2608,650
9994,1040,698,296,2025-02-08,2,Credit Card,Delivered,6,30,2024,752
9995,1322,60,284,2025-06-18,2,Wallet,Cancelled,5,225,3362,1372
9996,1270,490,290,2025-04-10,1,Wallet,Delivered,5,115,2539,464
9997,3224,296,275,2024-02-17,2,Debit Card,Delivered,8,229,2330,770
9998,2669,220,260,2025-01-12,3,UPI,Returned,6,80,10176,2787
9999,3663,292,3,2024-07-01,2,UPI,Delivered,3,74,1504,588
10000,1020,1457,4,2025-02-22,3,Credit Card,Delivered,7,78,3402,762
10001,4543,966,249,2024-01-07,2,Credit Card,Delivered,2,192,6454,1748
10002,3965,211,23,2024-07-07,3,Wallet,Delivered,5,64,1323,417
10003,4002,1293,156,2025-02-27,1,COD,Delivered,6,171,2209,643
10004,4665,522,120,2024-03-09,2,COD,Delivered,8,22,4330,1498
10005,4239,202,139,2025-02-23,1,COD,Delivered,3,223,2023,701
10006,1207,1277,19,2025-04-23,1,COD,Delivered,6,205,1758,538
10007,1817,658,112,2024-06-14,2,UPI,Delivered,7,125,3818,886
10008,573,341,168,2024-03-29,3,Wallet,Delivered,2,66,6321,2424
10009,4311,122,166,2024-02-15,1,Credit Card,Delivered,5,42,2549,337
10010,1119,219,200,2024-10-26,1,UPI,Delivered,8,201,844,220
10011,3357,1452,164,2024-10-18,1,Credit Card,Delivered,3,194,3332,1319
10012,1165,542,200,2025-01-22,1,COD,Delivered,5,216,3515,1154
10013,97,1465,179,2024-04-20,2,Wallet,Delivered,3,197,4200,1208
10014,3989,1423,59,2024-12-27,1,Wallet,Delivered,8,184,2216,584
10015,2247,956,174,2024-04-25,3,Credit Card,Delivered,4,161,5442,1830
10016,1312,986,256,2024-11-16,1,COD,Delivered,2,242,2858,672
10017,772,502,152,2024-08-22,3,Credit Card,Delivered,4,198,3168,582
10018,652,1015,43,2024-02-16,1,UPI,Delivered,5,205,2704,988
10019,3638,845,137,2024-05-14,1,COD,Delivered,3,289,846,326
10020,3097,1260,195,2024-10-13,3,Wallet,Delivered,3,66,6822,2343
10021,4243,543,218,2025-06-23,3,UPI,Delivered,4,118,3225,876
10022,337,1136,144,2024-12-21,2,UPI,Delivered,5,61,4436,782
10023,2782,456,126,2024-07-27,3,COD,Delivered,7,216,2046,429
10024,1018,180,240,2025-03-22,1,UPI,Cancelled,2,145,3013,1271
10025,4352,259,43,2024-12-08,1,Credit Card,Delivered,7,127,1105,219
10026,4263,1443,16,2024-08-08,2,COD,Delivered,4,239,2982,1320
10027,4852,139,122,2025-02-26,2,UPI,Returned,4,53,730,248
10028,2878,730,292,2024-09-26,3,COD,Delivered,3,94,2283,450
10029,120,976,76,2025-05-01,3,UPI,Delivered,2,170,8274,3081
10030,3721,318,291,2024-11-18,2,Wallet,Delivered,3,22,690,100
10031,3748,191,19,2025-03-25,2,Credit Card,Delivered,2,263,4894,1876
10032,1617,1133,256,2024-05-10,1,Debit Card,Delivered,8,270,3047,1230
10033,3722,784,144,2024-11-08,2,Debit Card,Delivered,2,215,8224,3280
10034,1308,4,251,2024-07-25,2,Debit Card,Cancelled,6,17,6558,1708
10035,3446,754,119,2025-04-10,2,Debit Card,Delivered,4,36,3178,1408
10036,1988,1455,139,2024-07-31,2,UPI,Delivered,2,180,7290,2882
10037,3982,523,52,2025-01-19,2,COD,Delivered,2,187,1032,366
10038,339,175,62,2024-06-28,3,Debit Card,Delivered,4,234,9525,3492
10039,4110,28,271,2025-04-03,3,Wallet,Returned,7,40,558,141
10040,3952,945,221,2024-05-13,3,Credit Card,Cancelled,2,70,4017,1365
10041,2592,1157,256,2024-06-07,2,UPI,Delivered,5,211,4656,1990
10042,4970,332,277,2024-03-19,2,UPI,Delivered,8,289,3190,1386
10043,4385,1065,219,2025-01-24,1,Wallet,Cancelled,5,89,2637,680
10044,3101,942,183,2024-03-25,2,UPI,Delivered,4,210,5368,1096
10045,1711,1293,156,2024-07-27,3,COD,Delivered,4,158,6627,1929
10046,68,162,53,2025-04-12,3,Wallet,Delivered,4,37,3633,555
10047,796,994,9,2024-05-11,2,Debit Card,Delivered,8,27,7986,3190
10048,4186,945,221,2024-09-04,3,Debit Card,Delivered,8,24,4017,1365
10049,1546,737,285,2024-03-26,2,Debit Card,Delivered,7,71,4654,1006
10050,4095,276,74,2025-04-12,1,Wallet,Delivered,7,179,3338,868
10051,3418,395,260,2025-02-15,2,Wallet,Cancelled,6,37,1870,322
10052,3664,522,120,2025-02-01,2,Credit Card,Delivered,7,82,4330,1498
10053,1143,1460,124,2024-10-18,2,Credit Card,Delivered,6,132,4376,1234
10054,2267,199,202,2024-10-25,1,UPI,Delivered,6,106,897,367
10055,2827,274,51,2024-10-12,3,COD,Delivered,8,227,6486,2325
10056,3041,1143,247,2024-08-18,3,COD,Delivered,6,40,2322,1023
10057,3632,860,98,2024-04-14,1,Debit Card,Delivered,6,146,2044,768
10058,1842,330,244,2025-03-19,1,Wallet,Delivered,8,60,138,54
10059,4854,164,265,2024-06-04,1,Credit Card,Delivered,3,49,493,127
10060,1277,8,103,2024-04-02,3,Credit Card,Delivered,4,177,6858,1548
10061,2038,547,218,2024-05-09,1,Debit Card,Delivered,5,165,2135,907
10062,3593,678,97,2024-05-21,1,COD,Cancelled,2,35,1624,265
10063,4506,858,102,2025-06-13,3,Debit Card,Delivered,6,164,4500,1251
10064,293,882,14,2024-04-13,2,Wallet,Delivered,6,163,2018,862
10065,2351,985,14,2024-05-14,2,UPI,Delivered,6,252,2422,852
10066,2654,1484,130,2024-03-13,3,Credit Card,Delivered,5,58,924,339
10067,1888,156,235,2024-04-19,2,Credit Card,Delivered,2,87,6292,2146
10068,4217,572,116,2024-11-12,1,UPI,Delivered,3,149,2256,700
10069,3209,126,172,2025-03-23,1,Wallet,Cancelled,7,252,2971,1031
10070,4307,1040,120,2025-05-14,3,Wallet,Delivered,5,132,7254,3216
10071,3255,1358,238,2024-12-21,3,Wallet,Delivered,5,212,4548,762
10072,4489,1135,113,2025-05-20,1,COD,Delivered,6,49,1932,402
10073,3883,617,65,2025-04-25,3,COD,Delivered,4,10,12630,5523
10074,868,1439,202,2024-09-26,2,Debit Card,Delivered,3,10,3380,1084
10075,4618,1383,62,2024-06-30,1,UPI,Returned,2,162,905,272
10076,3746,1051,293,2025-01-15,2,UPI,Delivered,8,173,3454,504
10077,4383,824,80,2024-01-25,1,UPI,Delivered,4,32,3920,1429
10078,3548,158,204,2024-03-01,2,Credit Card,Delivered,8,206,452,182
10079,4534,1235,124,2024-12-06,1,COD,Cancelled,4,132,3247,1331
10080,1670,1413,279,2025-05-12,2,Credit Card,Delivered,7,180,6174,1402
10081,4503,1089,146,2024-05-25,2,COD,Delivered,6,8,992,398
10082,1337,1446,46,2024-01-22,1,COD,Delivered,4,261,2750,820
10083,2593,963,134,2024-08-09,1,Debit Card,Delivered,6,159,1557,567
10084,3802,980,261,2024-11-27,3,Debit Card,Delivered,4,9,8736,1386
10085,1845,940,166,2024-02-25,2,Wallet,Delivered,6,172,706,218
10086,739,1237,227,2024-08-29,3,Debit Card,Delivered,2,44,8910,3516
10087,3481,1187,132,2024-03-10,2,Wallet,Delivered,2,160,4996,1466
10088,1966,195,73,2024-11-25,3,Credit Card,Delivered,3,278,8985,3456
10089,202,108,177,2024-09-03,2,Wallet,Delivered,8,58,3910,1178
10090,1918,932,36,2025-06-08,1,Wallet,Delivered,6,161,184,76
10091,468,439,261,2024-11-07,3,Wallet,Delivered,7,93,3300,453
10092,2534,769,149,2024-11-21,3,UPI,Delivered,5,264,687,294
10093,1711,1442,298,2024-10-31,1,UPI,Delivered,2,175,674,235
10094,2007,1380,198,2024-10-08,2,UPI,Delivered,2,213,3430,1410
10095,3455,16,299,2024-01-31,1,Debit Card,Delivered,4,219,2717,502
10096,1703,686,11,2024-03-20,2,Wallet,Delivered,2,162,1950,574
10097,4873,715,64,2024-09-20,3,Debit Card,Delivered,4,57,2451,522
10098,4206,210,157,2024-06-07,3,Credit Card,Delivered,7,201,3642,762
10099,611,1419,87,2024-02-07,2,UPI,Delivered,7,300,2986,542
10100,1815,843,167,2024-06-13,2,Wallet,Delivered,7,103,6080,1268
10101,74,1028,121,2025-05-02,2,UPI,Delivered,8,266,6364,1812
10102,2124,74,3,2024-01-25,1,Credit Card,Delivered,4,277,2677,428
10103,817,768,156,2025-05-10,1,UPI,Delivered,7,177,2979,784
10104,3616,1042,133,2024-01-07,2,Wallet,Delivered,8,184,7648,3152
10105,4416,463,117,2024-06-26,3,Credit Card,Delivered,8,90,10716,3876
10106,998,738,237,2024-11-16,2,COD,Delivered,4,19,4320,588
10107,956,698,296,2024-03-03,3,COD,Delivered,7,230,3036,1128
10108,1495,708,94,2025-02-06,3,UPI,Delivered,8,84,7494,3129
10109,4788,255,106,2025-06-13,3,Debit Card,Delivered,2,266,6768,909
10110,1395,522,120,2025-04-04,2,Debit Card,Delivered,8,177,4330,1498
10111,4249,852,95,2024-01-09,1,Credit Card,Delivered,2,221,1748,255
10112,3531,786,268,2025-06-23,1,Debit Card,Delivered,8,70,2200,363
10113,3687,96,39,2024-04-19,1,Debit Card,Delivered,7,110,2501,975
10114,1722,1312,181,2025-04-21,2,UPI,Returned,3,285,5748,1684
10115,2339,1131,103,2024-12-27,2,UPI,Delivered,6,101,7164,2338
10116,3071,708,94,2025-01-07,3,Wallet,Delivered,4,44,7494,3129
10117,1858,1243,96,2025-06-06,1,Wallet,Delivered,5,235,2484,1006
10118,73,70,147,2025-02-22,1,UPI,Cancelled,6,34,1996,741
10119,615,734,251,2024-03-26,2,Wallet,Delivered,8,296,4384,1732
10120,3081,606,191,2025-05-07,2,UPI,Delivered,4,258,6464,1580
10121,793,886,141,2025-05-13,2,Wallet,Delivered,4,169,5570,1910
10122,1114,1316,299,2025-05-19,1,UPI,Delivered,2,9,2076,740
10123,1429,528,130,2025-04-03,3,Debit Card,Delivered,8,166,5631,2037
10124,517,1487,21,2024-01-15,2,COD,Delivered,3,220,1710,576
10125,28,419,159,2024-05-07,3,UPI,Returned,4,170,9381,2943
10126,4893,724,113,2024-02-18,1,Credit Card,Delivered,3,177,2764,1061
10127,3648,1414,241,2025-06-03,1,COD,Cancelled,7,32,1243,309
10128,4471,668,251,2024-04-25,1,UPI,Delivered,5,116,3014,714
10129,3625,702,293,2025-03-04,1,COD,Delivered,4,33,1598,369
10130,2450,269,92,2024-04-16,3,Debit Card,Delivered,8,17,8277,1863
10131,4193,218,90,2024-01-19,1,UPI,Delivered,4,252,1959,336
10132,3546,1119,290,2024-12-22,3,Wallet,Delivered,3,97,2445,1035
10133,3802,120,239,2024-10-23,1,COD,Delivered,2,53,2078,733
10134,335,378,224,2024-12-09,3,UPI,Cancelled,6,53,4758,1794
10135,3268,1210,274,2024-12-03,2,Wallet,Cancelled,7,248,8388,3598
10136,2741,919,116,2024-04-17,2,UPI,Delivered,6,145,5440,2230
10137,315,533,254,2024-02-06,1,UPI,Delivered,6,256,676,143
10138,857,388,130,2024-09-18,3,Wallet,Returned,7,87,6801,2700
10139,1630,1208,259,2024-10-23,2,UPI,Delivered,7,103,4806,1724
10140,3480,537,181,2025-03-04,2,Credit Card,Delivered,5,135,4306,1088
10141,2798,1383,62,2025-06-15,2,Debit Card,Delivered,4,123,1810,544
10142,13,380,43,2025-04-10,3,Debit Card,Delivered,7,160,6405,2790
10143,4597,192,163,2024-10-26,3,UPI,Delivered,2,20,9567,2739
10144,295,1442,298,2024-04-19,3,Wallet,Delivered,3,209,2022,705
10145,688,674,181,2025-02-26,3,COD,Returned,8,151,6315,1980
10146,806,928,147,2024-11-20,3,COD,Delivered,5,186,10656,4485
10147,3088,1243,96,2024-12-10,2,Wallet,Delivered,4,99,4968,2012
10148,732,1485,1,2024-11-12,2,Debit Card,Delivered,8,68,3846,724
10149,1272,548,223,2025-05-18,2,COD,Delivered,6,243,908,332
10150,1307,1447,186,2024-05-29,3,Credit Card,Delivered,3,254,9666,3090
10151,1918,1026,236,2025-02-22,3,Debit Card,Delivered,6,291,3222,1293
10152,4358,1140,62,2025-05-16,2,Wallet,Delivered,6,17,3098,562
10153,2773,57,30,2024-08-12,1,Credit Card,Delivered,2,98,2298,331
10154,1682,1062,67,2024-07-17,2,Credit Card,Delivered,6,36,2340,516
10155,4042,229,187,2024-07-16,3,COD,Delivered,6,14,7719,1530
10156,19,960,52,2024-03-23,3,COD,Returned,5,299,6744,1833
10157,4927,798,182,2025-06-22,2,Credit Card,Delivered,6,7,4120,782
10158,521,1178,27,2024-09-12,3,COD,Cancelled,6,228,9756,3423
10159,2001,213,50,2024-12-17,3,Credit Card,Delivered,5,274,8811,1989
10160,2916,1416,27,2024-05-07,2,Debit Card,Delivered,3,53,5426,1956
10161,4412,110,70,2024-12-29,3,UPI,Delivered,8,148,8466,3210
10162,1522,995,177,2024-10-14,2,COD,Delivered,8,69,504,178
10163,744,1436,24,2024-03-13,3,Credit Card,Delivered,3,284,7509,1503
10164,740,598,94,2024-11-18,1,Credit Card,Delivered,8,31,2809,1077
10165,1096,205,29,2025-02-18,1,Debit Card,Delivered,5,204,1491,659
10166,152,523,52,2025-06-20,2,COD,Delivered,8,174,1032,366
10167,1738,1232,7,2025-01-26,3,Debit Card,Returned,6,182,6450,2784
10168,3595,1244,148,2024-12-30,3,Debit Card,Delivered,7,50,2037,468
10169,4625,103,143,2024-04-13,3,Wallet,Delivered,3,129,7281,2442
10170,579,1208,259,2024-04-27,2,COD,Delivered,8,52,4806,1724
10171,2830,766,184,2024-02-16,3,UPI,Delivered,8,232,885,390
10172,2137,847,232,2025-04-30,2,Wallet,Delivered,5,198,2842,1170
10173,4441,1046,58,2025-06-15,2,Credit Card,Delivered,6,194,5162,1720
10174,672,863,217,2024-03-29,2,COD,Delivered,3,176,5994,2236
10175,4134,175,62,2024-05-17,2,COD,Delivered,4,237,6350,2328
10176,3362,426,85,2024-07-16,1,COD,Delivered,7,256,1672,596
10177,1172,146,50,2024-12-10,2,COD,Delivered,3,68,4388,1170
10178,3229,998,238,2025-04-20,3,Credit Card,Delivered,6,64,11295,4446
10179,2385,1250,212,2025-06-16,3,UPI,Cancelled,7,103,1734,537
10180,2363,440,7,2024-06-18,2,Debit Card,Delivered,4,36,4718,2040
10181,2745,1440,192,2025-05-26,1,Debit Card,Delivered,7,102,3672,1411
10182,3749,1179,224,2024-09-25,3,Credit Card,Delivered,7,122,4008,666
10183,825,318,291,2024-04-17,2,Debit Card,Delivered,5,74,690,100
10184,1084,834,289,2025-02-18,2,Debit Card,Delivered,8,285,5396,860
10185,1950,6,204,2024-01-10,2,Credit Card,Delivered,5,33,936,364
10186,4663,1360,152,2025-03-07,3,COD,Delivered,2,223,9999,2628
10187,654,842,105,2024-12-02,3,Credit Card,Delivered,3,171,2634,1092
10188,1013,164,265,2024-01-14,3,Debit Card,Delivered,7,243,1479,381
10189,225,931,195,2025-04-25,2,Wallet,Delivered,4,117,4294,1854
10190,4064,1045,192,2024-01-23,1,UPI,Delivered,7,105,1786,420
10191,2304,360,298,2024-01-13,3,COD,Cancelled,4,10,4158,621
10192,207,446,270,2024-09-26,2,COD,Cancelled,6,135,5560,1806
10193,4534,156,235,2024-10-18,3,Credit Card,Delivered,2,139,9438,3219
10194,3263,545,121,2024-12-03,1,Debit Card,Delivered,6,261,2452,350
10195,3556,1461,181,2024-08-06,1,Debit Card,Delivered,2,5,1187,476
10196,4444,486,143,2024-11-15,1,Wallet,Delivered,6,76,835,242
10197,434,1085,181,2025-03-07,2,Credit Card,Returned,6,59,3480,1214
10198,4117,126,172,2025-02-05,1,Wallet,Delivered,2,44,2971,1031
10199,3707,82,166,2024-10-03,2,COD,Delivered,5,85,6736,2978
10200,1897,890,130,2025-03-14,2,UPI,Delivered,2,288,2824,692
10201,461,399,194,2024-03-26,3,UPI,Delivered,4,227,8616,1719
